	GSM2358163	GSM2358164	GSM2358165	GSM2358166	GSM2358167	GSM2358168	GSM2358169	GSM2358170	GSM2358171	GSM2358172	GSM2358173	GSM2358174	GSM2358175	GSM2358176	GSM2358177	GSM2358178	GSM2358179
SLC37A4	308	256	242	506	696	778	262	204	210	562	458	770	158	192	94	550	454
SEPSECS-AS1	77	48	57	72	59	32	73	82	62	36	89	55	137	122	117	123	121
ASH2LP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCO2P32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281513	0	1	0	0	0	0	1	2	0	0	2	0	0	1	1	0	0
ENSG00000281516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO6	4	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281519	3	0	7	3	0	0	0	0	1	1	0	3	0	0	0	0	0
ENSG00000281521	1	1	2	0	0	0	0	0	2	0	1	0	0	0	0	2	0
LINC02688	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ENSG00000281525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF546	58	46	38	46	41	51	65	55	47	42	51	52	48	43	42	51	25
ENSG00000281530	2	3	0	3	2	0	1	3	2	4	11	9	0	4	6	7	2
KRTAP5-2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ENSG00000281536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281537	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000281538	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
RCC2	264	220	193	164	178	193	171	157	300	271	254	248	262	217	244	254	199
SNORD36C	1	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	0
ENSG00000281542	1	1	0	1	0	1	1	0	2	2	2	2	1	0	1	0	1
FRG1-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LINC00895	0	1	0	0	0	0	0	2	1	0	1	1	0	1	0	0	0
ENSG00000281550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM240C	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
ENSG00000281556	2	0	0	1	1	0	1	0	1	1	2	3	0	0	1	1	0
LRIG2-DT	5	11	0	0	8	15	13	6	0	7	0	3	0	5	2	0	3
ENSG00000281559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSINCT5	2	2	0	0	0	0	0	0	4	2	1	3	0	1	2	4	0
ENSG00000281561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281562	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
RNU6-943P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281564	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0
IGLV1-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281566	0	3	1	0	0	0	1	0	1	0	0	1	6	2	0	0	0
SLC25A51P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KANSL1-AS1	14	16	1	18	20	30	4	5	2	4	5	5	9	5	6	10	10
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPT-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281582	13	12	3	8	12	18	0	0	0	0	0	0	10	13	6	12	6
ENSG00000281583	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ABR-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DBET	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281593	10	18	18	13	11	0	0	8	10	0	0	5	21	16	7	4	0
ENSG00000281597	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ZNF780B	159	121	96	64	86	102	175	134	94	105	72	93	51	70	75	89	73
MUC20-OT1	76	55	28	43	38	51	136	66	80	83	93	114	59	75	33	71	40
ENSG00000281604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSP90AA4P	1	0	0	1	0	2	1	1	0	0	0	0	0	0	2	0	1
ENSG00000281612	3	3	1	6	3	7	1	0	3	0	1	0	4	3	4	5	5
ENSG00000281613	2	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0
INPP5D	2	4	1	10	8	8	1	2	0	2	3	2	0	1	1	7	13
GGT4P	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	1
ANKRD18DP	0	2	0	1	1	0	2	0	7	1	2	5	1	0	0	0	0
IFITM10	1	0	8	0	0	10	2	6	3	0	5	10	36	6	0	5	9
ENSG00000281622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281624	9	4	1	2	1	4	9	7	14	6	4	7	13	12	14	8	5
ENSG00000281625	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ZNF852	8	6	13	9	9	12	9	16	16	19	28	17	22	23	15	7	7
DUX4L3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC20	6	16	19	3	14	32	3	6	0	0	2	2	0	5	1	3	2
LINC02708	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD12-AS1	0	0	1	0	0	0	1	0	1	0	0	2	1	1	0	0	0
ENSG00000281642	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281644	7	10	9	2	4	1	6	3	4	2	2	3	7	12	5	10	11
ENSG00000281645	5	1	7	1	1	0	2	1	0	3	3	2	0	0	1	2	0
ENSG00000281648	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0
EBLN3P	1546	1531	1179	1197	1092	1542	1512	1397	1604	1342	1785	1503	1777	1552	1395	1427	1178
ENSG00000281650	71	46	22	27	38	33	93	68	74	62	67	39	52	53	61	26	25
KCNQ2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281654	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0
ENSG00000281655	123	118	98	120	141	144	6	3	4	32	25	28	1	5	0	7	7
ENSG00000281658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF501	9	5	6	2	2	5	9	13	13	10	14	7	1	2	3	10	4
LINC00538	2	0	3	7	0	6	3	1	4	2	3	5	6	5	6	5	5
KIAA1143	148	150	134	160	151	208	171	133	135	196	227	222	128	83	103	244	208
IGKV1OR2-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABIN1	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000281671	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	1	0
ENSG00000281677	2	0	0	0	0	0	1	0	2	1	3	0	0	0	0	0	0
RNU7-29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10A3	1	2	0	1	1	0	1	2	3	1	1	1	1	2	1	0	1
ENSG00000281683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDHAP2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NF1P9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	1	0
RBM5-AS1	10	14	6	6	5	0	18	15	12	20	26	70	6	4	7	0	7
PACRG-AS1	4	0	2	3	5	0	4	2	4	8	13	1	1	3	0	3	4
ENSG00000281693	15	20	2	18	9	4	2	11	10	0	1	2	0	25	0	20	12
MIR664A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281697	3	2	2	0	3	2	2	2	3	0	2	8	2	2	2	0	2
ENSG00000281699	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000281703	0	0	2	3	0	16	0	6	2	1	0	0	0	0	0	3	3
ENSG00000281704	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CENATAC-DT	6	5	3	5	6	10	4	4	3	5	6	4	10	11	7	4	0
ENSG00000281706	3	3	1	1	3	0	4	1	3	4	5	1	2	6	3	2	3
ENSG00000281707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERC2-IT1	2	0	0	2	1	0	2	1	1	2	0	2	0	0	2	1	0
ZNF197	130	110	76	114	97	114	145	121	109	119	145	131	117	95	84	124	115
ENSG00000281710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281711	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
GRAMD4P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUX4L8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281722	1	0	8	4	0	0	20	7	12	14	19	20	0	0	0	0	0
ENSG00000281723	0	6	0	0	0	0	0	5	0	6	0	13	0	0	0	9	0
ELMO2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
METTL14-DT	18	20	12	12	7	12	12	15	19	13	18	8	23	26	15	10	6
ENSG00000281732	1	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0
FAM99A	62	55	60	50	32	58	101	68	227	199	236	161	6	3	3	9	0
ENSG00000281734	0	4	5	1	2	3	3	0	1	4	0	3	0	0	1	3	1
LINC01511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPHOSPH10P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCCC2	15	20	0	7	4	4	8	7	0	3	0	0	6	13	6	0	1
ENSG00000281743	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
GSTT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281750	1	1	0	1	0	1	1	0	2	2	2	2	1	0	1	0	1
ENSG00000281753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2-AS1	0	0	0	5	8	1	0	0	29	22	27	0	0	0	6	8	0
ENSG00000281757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNIP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHX36	162	147	139	199	145	206	144	160	207	148	159	195	224	189	132	199	172
ENSG00000281764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281766	22	26	28	12	38	58	18	12	6	4	18	22	28	28	18	22	10
ENSG00000281767	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM8A2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTCD	150	121	207	77	40	199	103	84	101	95	97	127	195	125	96	121	147
OR9G2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00550	2	0	2	2	2	0	0	0	1	1	3	2	2	3	4	1	5
ENSG00000281780	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000281782	3	0	7	3	0	0	0	0	1	1	0	3	0	0	0	0	0
FAM99B	21	25	32	49	36	52	10	0	17	22	39	63	0	0	0	0	0
ENSG00000281785	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FRG1-DT	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0
ENSG00000281788	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
MUC20-OT1	39	35	18	32	25	40	49	53	68	72	84	82	32	38	26	40	35
RDM1P2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000281798	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ICE2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KRTAP5-AS1	2	4	1	7	8	15	0	1	0	10	7	13	0	0	0	10	10
ENSG00000281803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBEAP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281808	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0
LINC01394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02287	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0
KAT6B	171	127	100	142	121	150	146	123	154	145	139	163	141	135	130	167	114
ENSG00000281815	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
MANSC1	154	141	119	185	203	280	155	129	105	244	237	242	185	158	136	217	178
NAA50P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL5P29	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281821	1	3	1	0	0	0	1	2	3	0	2	2	1	3	2	0	0
RNU1-62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HERC2P7	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0
FAM99B	0	0	0	0	0	0	0	5	0	0	0	0	19	6	18	139	136
ENSG00000281830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281831	3	1	1	5	6	0	0	1	3	23	6	21	5	5	7	14	8
LINC00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281833	3	5	2	2	2	3	5	4	9	5	7	3	4	4	1	3	4
ENSG00000281836	0	0	0	0	0	0	3	2	1	0	2	2	25	16	8	35	7
ENSG00000281837	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1
LINC02735	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	1	0
MRPS17P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1291	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
SPATA31E3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281847	1	0	0	1	2	2	2	3	1	1	3	2	0	4	9	0	0
TOMM40P4	1	2	1	1	1	2	0	0	0	1	1	0	3	0	1	1	1
ENSG00000281849	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1
LINC00891	7	16	6	4	9	7	10	5	9	12	10	4	6	2	7	4	7
ENSG00000281853	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ENSG00000281856	0	0	0	1	0	0	0	0	0	2	3	2	0	0	0	2	0
SAG	7	7	6	7	4	4	11	6	6	5	9	6	11	10	5	6	4
SNORD38B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC9A3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM90A23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281874	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO6-AS1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0
RPS6KA1	225	190	201	417	385	646	25	29	16	107	91	133	72	56	66	179	235
ENSG00000281878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAUPAR	1	0	0	1	0	2	1	1	2	1	0	4	0	1	0	2	0
ENSG00000281883	4	5	3	3	3	11	10	6	6	8	4	5	5	4	6	3	1
TGM4	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
GIMAP1-GIMAP5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000281890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZKSCAN7	26	24	15	16	12	16	22	28	27	21	23	20	15	10	23	22	14
ENSG00000281896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF20	78	68	55	82	62	109	66	61	50	96	89	105	80	71	61	79	75
ENSG00000281898	1	1	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0
ENSG00000281900	1	2	1	2	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSG00000281901	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
LINC02246	16	7	6	7	4	5	11	6	9	7	7	1	9	1	5	3	1
ENSG00000281904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORD36A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281908	0	0	1	4	0	0	0	0	0	3	0	0	1	0	0	0	1
HERC2P7	6	3	0	1	6	0	0	2	2	0	0	0	0	0	0	0	0
SNORA50A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01144	10	10	9	6	8	5	7	11	7	10	8	2	20	12	12	4	6
RPL23AP64	5	5	5	4	2	4	2	3	5	10	9	8	3	2	1	4	2
ENSG00000281914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC20-OT1	46	48	21	58	39	45	55	56	74	86	101	106	38	37	48	38	43
ENSG00000281916	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
SLC16A1	48	2	24	24	48	39	2	25	0	3	2	2	25	49	3	0	1
SLC45A2	3	3	2	2	0	0	6	3	14	2	5	7	1	4	10	3	0
ENSG00000281920	5	4	3	5	1	0	3	3	6	5	3	6	4	8	6	1	3
ENSG00000281922	2	8	9	6	8	20	0	0	0	0	0	0	0	0	0	0	0
IGHVII-53-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR3GP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IGHVIII-25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL17P40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM10L1	298	258	244	337	318	440	306	293	267	351	421	399	226	178	227	285	231
SCG5	161	116	117	29	20	33	106	58	174	37	53	39	14	13	42	37	17
IGKV2-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
DNAH10	4	8	5	9	6	9	9	7	5	11	2	10	2	3	9	4	9
ENSG00000281936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281938	0	0	3	0	3	5	7	3	0	3	0	0	0	2	0	0	0
IGHD3-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHD4-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281941	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000281942	3	0	0	0	0	0	1	1	0	1	0	1	0	1	2	1	0
TRBV7-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CES1P1	601	2278	763	970	888	187	1002	199	6336	1263	4706	701	45	1344	0	2813	1883
ENSG00000281949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
SPDYE16	33	35	27	14	7	31	38	25	43	27	28	23	54	50	33	19	19
ENSG00000281951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281953	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000281954	0	0	0	0	0	8	1	3	0	0	0	13	11	0	0	0	0
ENSG00000281955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVII-44-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281960	15	11	4	9	6	8	17	12	10	10	14	12	2	5	3	7	13
ENSG00000281961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
IGHV3-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHVIII-11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PKD1P3	24	20	36	53	47	108	43	30	9	82	1	37	13	3	19	33	39
IGHV3-76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281967	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRBV26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOMER2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBVA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS7P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGKV1-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281980	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281982	1	1	0	2	0	0	1	0	0	0	0	1	1	1	0	0	0
IGHV3-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHD2-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRK1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRBJ1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV1-69-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM265	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPIPA1	82	79	46	78	7	3	105	123	120	89	106	148	109	59	54	157	135
ENSG00000281995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHV3-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LHX1-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000281999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282000	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
DLGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282002	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TUBGCP3	36	31	0	4	43	0	26	5	93	0	36	15	48	1	0	14	37
ABCB10P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LMNTD2-AS1	15	10	5	0	0	4	0	17	0	0	0	18	4	0	0	0	0
ENSG00000282006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAPDHP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-17P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGHD6-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282012	1	0	0	0	0	2	1	0	0	1	2	2	0	0	0	0	0
RPH3AL	11	20	19	8	15	32	6	15	2	16	8	7	16	9	4	3	2
TRBV4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282015	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
IGHVIII-67-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282017	0	3	0	0	0	0	1	2	3	1	0	3	4	1	1	2	5
IGHVII-65-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPI	67	41	42	6	4	101	89	76	11	11	8	40	202	11	44	127	3
ENSG00000282020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282021	2	4	4	2	1	6	2	0	0	0	0	2	6	6	2	3	0
ENSG00000282022	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000282023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282024	18	2	0	9	3	18	6	8	10	23	21	20	6	10	4	6	7
